restaurant_id,restaurant_name,categories,price_level,trip_ratings,ratings,review_counts,state,city,street_address,latitude,longitude
VGRn5KgYKMkqdIKtBUzQQA,Wahlburgers,"['Burgers', 'American (Traditional)']",$$,4.0,3.5,294,OH,Cleveland,2105 Ontario St,41.49785,-81.69178
vwNYA9w988UeqQ7X4m8uLg,Candy Bar,['Cocktail Bars'],$$,4.5,4.0,111,MI,Detroit,1509 Broadway St,42.33571,-83.04854
UB69uSqkwjTKMuGbWEqs5w,Basement Burger Bar,"['American (Traditional)', 'Burgers', 'Salad']",$$,4.5,4.0,241,MI,Detroit,1326 Brush St,42.335437,-83.0441524
U3wG7XTb07Rf-7n4zjwtBQ,Mexican Village Restaurant,"['Mexican', 'Venues & Event Spaces', 'Bars']",$$,4.0,3.0,221,MI,Detroit,2600 Bagley St,42.3255042,-83.0782341
Qn3BDpni0V2vtp9P0-85BQ,Taqueria El Rey,"['Mexican', 'Beer Bar', 'Seafood']",$,4.0,4.5,380,MI,Detroit,4730 W Vernor Hwy,42.3190260345587,-83.0991818010807
IeYAwACNhY6YbbkfVOuk4g,Empire Kitchen and Cocktails,"['American (New)', 'Cocktail Bars', 'American (Traditional)']",$$,4.5,4.5,278,MI,Detroit,3148 Woodward Ave,42.3456545090945,-83.0564396185185
_GL1Lqbg15Gb0anjqcMmJg,Woodbridge Pub,"['Pubs', 'Vegan', 'Vegetarian']",$$,4.5,3.5,222,MI,Detroit,5169 Trumbull St,42.3539924621582,-83.0801239013672
ga6XUaH06FXz3-5kGxRZ4w,Rusted Crow Detroit,"['Cocktail Bars', 'Burgers', 'Sandwiches']",$$,4.0,3.5,364,MI,Detroit,78 W Adams Ave,42.3364903026449,-83.0524054169655
XNU8Im9LGzs7RT6gKdL_kw,Hygrade Deli,['Delis'],$,4.5,4.0,123,MI,Detroit,3640 Michigan Ave,42.33164,-83.09401
QUPAXavtWd6LKnvsWV6ywQ,Detroit Shipping Company,"['Beer Gardens', 'Food Court']",$$,4.5,4.0,256,MI,Detroit,474 Peterboro St,42.34422,-83.06156
gwp2wEKZXfWGxnLJKO5bgQ,Golden Fleece Restaurant,"['Greek', 'Mediterranean']",$$,4.0,3.5,253,MI,Detroit,525 Monroe St,42.3352594,-83.0421371
H-Ek50bSn5KCBQ1_tVmQAA,Gus' World Famous Fried Chicken,"['Southern', 'Chicken Shop', 'Comfort Food']",$$,4.5,4.0,230,MI,Westland,35505 Ford Rd,42.32409,-83.39072
3Nbs9f7DxP3siSu1pjLj1w,Takoi,"['Thai', 'Pan Asian', 'Cocktail Bars']",$$,4.5,4.0,532,MI,Detroit,2520 Michigan Ave,42.3316432369511,-83.0808343566223
9zI10-FuCxKqd0FAHwUFRA,Lumen Detroit,['American (New)'],$$,4.0,4.0,274,MI,Detroit,1903 Grand River Ave,42.3345218,-83.0546893
Ppu2cGsOvNhAqpM_CLANiA,Assembly Line Buffet,['Buffets'],$$,4.0,3.0,57,MI,Detroit,2901 Grand River Ave,42.3384159599956,-83.067163364418
tIHUAoxlyX-L3JddTNwKvw,Vivio's Food & Spirits,"['American (Traditional)', 'Sports Bars']",$$,4.0,3.5,191,MI,Detroit,2460 Market St,42.34607,-83.03867
cVFXGNMHEipnAUCHhR2vVQ,CaféDIA,"['Delis', 'Sandwiches']",$,4.5,4.0,7,MI,Detroit,5200 Woodward Ave,42.3770609932708,-83.0772399902344
A7qhrIwaUgdwcLD44JY5XA,San Morello,['Italian'],$$$,4.0,4.0,287,MI,Detroit,1400 Woodward Ave,42.33439,-83.04848
P9v9Lj_wd_JzhyhBAhIluA,Cafe Nini,"['Italian', 'Cafes']",$$$,4.5,4.5,31,MI,Grosse Pointe Farms,98 Kercheval Ave,42.39511,-82.90268
cVqtIOgBM7NPuK0IQGloaQ,Flowers of Vietnam,['Vietnamese'],$$,4.5,4.0,178,MI,Detroit,4440 W Vernor Hwy,42.32025,-83.096543
QgIH8x-IwLdANk_n7mcJ8A,Rock City Eatery,"['American (New)', 'Tapas/Small Plates', 'Cocktail Bars']",$$,4.0,4.0,412,MI,Detroit,4216 Woodward Ave,42.35212116711,-83.0607708916068
Uwo_Nx_2WDvGF9SwVMlEAg,Detroiter Bar,"['Sports Bars', 'American (New)']",$,4.5,4.0,98,MI,Detroit,655 Beaubien St,42.332924183083,-83.04129869515
bcpTLnLbpf711AuBxO_mLQ,Prime and Proper,['Steakhouses'],$$$$,4.0,4.0,358,MI,Detroit,1145 Griswold St,42.3322879,-83.0493105
kSkRJxIPDOVmbBnFldGh0Q,Granite City Food & Brewery,"['American (New)', 'Breweries']",$$,4.0,3.0,355,MI,Detroit,100 Renaissance Ctr,42.3293665436664,-83.0411381336311
vwo792phWL-6KiTEaghO5Q,Pappy's Bar & Grill,"['Sports Bars', 'American (Traditional)']",$,4.0,3.5,81,MI,Detroit,517 Monroe St,42.3351722,-83.0422558
bj91BZDt44jIE_1DCDrU_Q,Rose's Fine Food,"['American (New)', 'Breakfast & Brunch', 'Barbeque']",$$,4.5,3.5,319,MI,Detroit,10551 E Jefferson Ave,42.3640221114717,-82.9773387588608
y5f0TpePJ-vOxEjzNvQuwA,The Peterboro,"['Chinese', 'Cocktail Bars']",$$,4.0,4.0,325,MI,Detroit,420 Peterboro St,42.3441819101572,-83.0605640262365
nVlsHOPxFmFnA9wj_DS_UA,Xochimilco Restaurant,['Mexican'],$,3.5,3.0,433,MI,Detroit,3409 Bagley St,42.3232177644968,-83.0849513411522
R5OtDkJ4wzkJyPXxrzG7cg,Ham Shop Cafe,"['Diners', 'Mediterranean']",$,4.0,4.0,105,MI,Detroit,330 Monroe St,42.333988,-83.0442667
RMNdJkdMe7jGMQC0ckBlrg,Prism,"['Seafood', 'Steakhouses']",$$$,4.5,4.0,72,MI,Detroit,555 E Lafayette St,42.33451,-83.04123
PWkqo_whZ0qhLTpLsi5xjw,Mootz Pizzeria + Bar,"['Pizza', 'Bars']",$$,4.5,4.0,163,MI,Detroit,1230 Library St,42.3342397,-83.0463982
rcBtRcIk35yZumAOymqcFg,Gather,"['American (New)', 'Cocktail Bars']",$$,4.5,4.5,121,MI,Detroit,1454 Gratiot Ave,42.3441750749333,-83.0378677140105
oiAg2xABaFCKiZTyBMKIvg,Z's Villa,"['Bars', 'American (Traditional)']",$$,4.5,4.0,104,MI,Detroit,42 Piquette St,42.3665009,-83.0696411
erh3vY9R44hX7NrUzNTjbQ,Wolfgang Puck Steak - Temporarily Closed,['Steakhouses'],$$$,4.0,3.5,135,MI,Detroit,1777 3rd St,42.3328327434605,-83.0595397190491
y6fqk-OHUuPw4QjHu-bDow,Traffic Jam & Snug,"['American (Traditional)', 'Beer Bar']",$$,3.5,3.0,489,MI,Detroit,511 W Canfield St,42.350958,-83.066086
AejD88NtGNyy4C1cS_vg2A,Andrews On the Corner,"['American (New)', 'Salad', 'Soup']",$$,4.0,4.0,79,MI,Detroit,201 Joseph Campau St,42.3366854,-83.0181027
Qn3BDpni0V2vtp9P0-85BQ,Taqueria El Rey,"['Mexican', 'Beer Bar', 'Seafood']",$,4.5,4.5,380,MI,Detroit,4730 W Vernor Hwy,42.3190260345587,-83.0991818010807
0BcmouUOqQrQn_frFtjLcg,Evie's Tamales,['Mexican'],$,4.5,4.0,131,MI,Detroit,3454 Bagley St,42.3231692,-83.08574
LipkbMbvM2znf3wYNcEjDA,Bates Hamburgers,['Burgers'],$,4.0,4.5,262,MI,Livonia,33406 5 Mile Rd,42.39745,-83.37393
28C2ONtU_VpmMA-uQUHhkw,Grille 39,['American (Traditional)'],$$,4.5,3.0,18,MI,Detroit,5801 Southfield Expy,42.3312391329595,-83.2179588894213
fJ-g62WpfeNbR4qv7qAawA,Niki's Pizza,"['Pizza', 'Greek']",$$,4.0,3.5,228,MI,Detroit,735 Beaubien St,42.3337210606674,-83.04200186272
1ie3hpOjfyw3M0hANBR5bA,24grille,"['Bars', 'American (Traditional)']",$$$,4.0,3.0,279,MI,Detroit,204 Michigan Ave,42.331942,-83.050032
CczeReC8hCs-0l1_8sIVgw,Cadillac Square Diner,"['Diners', 'Breakfast & Brunch']",$,4.5,4.0,61,MI,Detroit,111 Cadillac Sq,42.33196,-83.04416
rjLf7nlwmw10w3--wxR2tw,Caucus Club,"['Steakhouses', 'Salad', 'Cocktail Bars']",$$$,4.0,4.0,114,MI,Detroit,150 W Congress St,42.3295624555684,-83.0475959237613
pf325w600O3YXpcgznnmRQ,Sindbad's Restaurant & Marina,"['Seafood', 'American (Traditional)', 'Steakhouses']",$$,4.0,3.0,158,MI,Detroit,100 Saint Clair St,42.3581009,-82.973938
